FIPS Code,State,Area name,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19","Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
48323,TX,Maverick County,5,8,5,8,5931.00,947.00,408.00,535.00,75.8,12.1,5.2,6.8,9767.00,2047.00,1385.00,1205.00,67.8,14.2,9.6,8.4,11925.00,2937.00,2318.00,1357.00,64.3,15.8,12.5,7.3,14738.00,4792.00,3620.00,2318.00,57.9,18.8,14.2,9.1,13300.00,7433.00,7938.00,4169.00,40.5,22.6,24.2,12.7
48325,TX,Medina County,1,1,1,1,6973.00,2345.00,634.00,508.00,66.7,22.4,6.1,4.9,7285.00,3637.00,1433.00,996.00,54.6,27.2,10.7,7.5,6468.00,5185.00,3390.00,1859.00,38.3,30.7,20.1,11,6847.00,8231.00,6266.00,3285.00,27.8,33.4,25.4,13.3,5659.00,10417.00,10869.00,6671.00,16.8,31,32.3,19.8
48327,TX,Menard County,8,7,9,12,1172.00,213.00,143.00,127.00,70.8,12.9,8.6,7.7,865.00,351.00,146.00,196.00,55.5,22.5,9.4,12.6,659.00,485.00,247.00,178.00,42,30.9,15.7,11.3,508.00,515.00,352.00,285.00,30.6,31,21.2,17.2,389.00,636.00,420.00,318.00,22.1,36.1,23.8,18
48329,TX,Midland County,3,2,3,2,11410.00,9694.00,5845.00,7230.00,33.4,28.4,17.1,21.2,12903.00,13269.00,9324.00,11391.00,27.5,28.3,19.9,24.3,14917.00,14428.00,17934.00,16917.00,23.2,22.5,27.9,26.4,14775.00,16295.00,22312.00,17626.00,20.8,22.9,31.4,24.8,16284.00,26985.00,33084.00,28785.00,15.5,25.7,31.5,27.4
48331,TX,Milam County,6,4,6,4,8164.00,2467.00,827.00,638.00,67.5,20.4,6.8,5.3,7573.00,3911.00,1327.00,1069.00,54.6,28.2,9.6,7.7,5753.00,4819.00,2694.00,1475.00,39,32.7,18.3,10,4554.00,5788.00,3480.00,1819.00,29.1,37,22.2,11.6,3103.00,6352.00,4876.00,2350.00,18.6,38.1,29.2,14.1
48333,TX,Mills County,9,10,9,10,1852.00,675.00,297.00,123.00,62.8,22.9,10.1,4.2,1718.00,711.00,351.00,362.00,54.7,22.6,11.2,11.5,1238.00,962.00,611.00,411.00,38.4,29.9,19,12.8,833.00,1289.00,737.00,723.00,23.3,36,20.6,20.2,609.00,1142.00,1171.00,653.00,17,31.9,32.8,18.3
48335,TX,Mitchell County,7,9,7,9,3331.00,1079.00,497.00,425.00,62.5,20.2,9.3,8,2926.00,1501.00,660.00,447.00,52.9,27.1,11.9,8.1,2151.00,1596.00,975.00,562.00,40.7,30.2,18.5,10.6,1876.00,2722.00,1343.00,693.00,28.3,41,20.2,10.4,1189.00,2244.00,1510.00,631.00,21.3,40.3,27.1,11.3
48337,TX,Montague County,6,4,6,4,6562.00,2176.00,612.00,519.00,66.5,22,6.2,5.3,6156.00,3192.00,1238.00,863.00,53.8,27.9,10.8,7.5,4287.00,3891.00,2397.00,1196.00,36.4,33.1,20.4,10.2,3572.00,4672.00,3468.00,1496.00,27,35.4,26.3,11.3,1947.00,5130.00,4248.00,2307.00,14.3,37.6,31.2,16.9
48339,TX,Montgomery County,1,1,1,1,14844.00,7159.00,2393.00,2226.00,55.8,26.9,9,8.4,24545.00,23976.00,12133.00,11047.00,34.2,33.4,16.9,15.4,27480.00,33112.00,29835.00,21787.00,24.5,29.5,26.6,19.4,33815.00,50310.00,53136.00,46482.00,18.4,27.4,28.9,25.3,45780.00,85201.00,113465.00,128928.00,12.3,22.8,30.4,34.5
48341,TX,Moore County,6,5,7,8,3359.00,2606.00,786.00,580.00,45.8,35.5,10.7,7.9,3600.00,3192.00,1156.00,990.00,40.3,35.7,12.9,11.1,3907.00,3079.00,2173.00,1104.00,38.1,30,21.2,10.8,4339.00,3267.00,2588.00,1266.00,37.9,28.5,22.6,11,4077.00,3264.00,3350.00,1779.00,32.7,26.2,26.9,14.3
48343,TX,Morris County,6,6,6,6,4371.00,1628.00,501.00,448.00,62.9,23.4,7.2,6.4,3971.00,2664.00,1155.00,838.00,46,30.9,13.4,9.7,2722.00,2807.00,2220.00,908.00,31.4,32.4,25.6,10.5,2312.00,3019.00,2465.00,980.00,26.3,34.4,28.1,11.2,984.00,3559.00,2824.00,1233.00,11.4,41.4,32.8,14.3
48345,TX,Motley County,8,7,9,12,954.00,251.00,133.00,59.00,68.3,18,9.5,4.2,640.00,381.00,168.00,140.00,48.2,28.7,12.6,10.5,411.00,359.00,200.00,118.00,37.8,33,18.4,10.8,262.00,332.00,248.00,145.00,26.5,33.6,25.1,14.7,110.00,275.00,347.00,148.00,12.5,31.3,39.4,16.8
48347,TX,Nacogdoches County,5,8,5,8,9912.00,3456.00,1792.00,2196.00,57.1,19.9,10.3,12.7,10169.00,5964.00,3622.00,4421.00,42.1,24.7,15,18.3,8977.00,7593.00,7089.00,5930.00,30.3,25.7,24,20,8741.00,9053.00,7823.00,7558.00,26.3,27.3,23.6,22.8,6420.00,10763.00,11221.00,9229.00,17.1,28.6,29.8,24.5
48349,TX,Navarro County,4,3,4,3,12594.00,3590.00,1814.00,1200.00,65.6,18.7,9.4,6.3,11324.00,5330.00,2908.00,2460.00,51.4,24.2,13.2,11.2,8986.00,7232.00,5929.00,3229.00,35.4,28.5,23.4,12.7,8022.00,9264.00,7573.00,3465.00,28.3,32.7,26.7,12.2,6889.00,9285.00,10706.00,5086.00,21.6,29,33.5,15.9
48351,TX,Newton County,8,7,2,2,4204.00,1547.00,196.00,331.00,67,24.6,3.1,5.3,4115.00,2541.00,553.00,297.00,54.8,33.9,7.4,4,3432.00,3387.00,1117.00,463.00,40.9,40.3,13.3,5.5,3045.00,4426.00,1730.00,537.00,31.3,45.5,17.8,5.5,1635.00,4209.00,3020.00,956.00,16.6,42.9,30.8,9.7
48353,TX,Nolan County,6,5,6,5,6151.00,2049.00,797.00,647.00,63.8,21.2,8.3,6.7,5321.00,3039.00,1386.00,771.00,50.6,28.9,13.2,7.3,3958.00,3223.00,2051.00,1254.00,37.7,30.7,19.6,12,3075.00,3268.00,2517.00,1343.00,30.1,32,24.7,13.2,1684.00,3338.00,3034.00,1443.00,17.7,35.1,31.9,15.2
48355,TX,Nueces County,2,2,2,2,58941.00,30611.00,13757.00,11826.00,51.2,26.6,11.9,10.3,59046.00,39300.00,24606.00,20926.00,41,27.3,17.1,14.5,54216.00,42550.00,47999.00,29631.00,31.1,24.4,27.5,17,49180.00,48026.00,58611.00,36031.00,25.6,25,30.6,18.8,40461.00,68931.00,74723.00,51445.00,17.2,29.3,31.7,21.8
48357,TX,Ochiltree County,7,11,7,11,2139.00,1941.00,631.00,406.00,41.8,37.9,12.3,7.9,1789.00,1903.00,923.00,731.00,33.5,35.6,17.3,13.7,1622.00,1896.00,1340.00,779.00,28.8,33.6,23.8,13.8,1674.00,1493.00,1399.00,875.00,30.8,27.4,25.7,16.1,1552.00,2006.00,1564.00,949.00,25.6,33,25.8,15.6
48359,TX,Oldham County,8,7,2,2,486.00,354.00,114.00,78.00,47.1,34.3,11,7.6,411.00,367.00,181.00,168.00,36.5,32.6,16.1,14.9,323.00,362.00,314.00,229.00,26.3,29.5,25.6,18.6,244.00,338.00,425.00,243.00,19.5,27,34,19.4,122.00,470.00,393.00,278.00,9.7,37.2,31.1,22
48361,TX,Orange County,2,2,2,2,20154.00,10831.00,2678.00,2370.00,55.9,30.1,7.4,6.6,17472.00,17793.00,6827.00,4166.00,37.8,38.5,14.8,9,13702.00,18755.00,12428.00,5191.00,27.4,37.5,24.8,10.4,11361.00,21012.00,15900.00,5956.00,21,38.7,29.3,11,6778.00,20906.00,19747.00,8708.00,12.1,37.2,35.2,15.5
48363,TX,Palo Pinto County,6,3,6,3,7343.00,4197.00,2020.00,1473.00,48.8,27.9,13.4,9.8,6825.00,4383.00,2176.00,1426.00,46.1,29.6,14.7,9.6,5748.00,5359.00,3491.00,1816.00,35,32.6,21.3,11.1,5109.00,5647.00,4859.00,2149.00,28.8,31.8,27.4,12.1,3078.00,6638.00,6510.00,3223.00,15.8,34.1,33.5,16.6
48365,TX,Panola County,6,6,6,6,6022.00,1932.00,907.00,632.00,63.4,20.4,9.6,6.7,5962.00,3701.00,1644.00,1182.00,47.7,29.6,13.2,9.5,4541.00,4301.00,3475.00,1685.00,32.4,30.7,24.8,12,3585.00,5166.00,4103.00,1994.00,24.1,34.8,27.6,13.4,2695.00,4950.00,5554.00,2542.00,17.1,31.4,35.3,16.1
48367,TX,Parker County,1,1,1,1,9545.00,5107.00,2287.00,1283.00,52.4,28,12.6,7,10897.00,8360.00,4468.00,3072.00,40.7,31.2,16.7,11.5,10489.00,12920.00,12010.00,5725.00,25.5,31.4,29.2,13.9,11153.00,17338.00,17960.00,10621.00,19.5,30.4,31.5,18.6,10219.00,25888.00,29970.00,23710.00,11.4,28.8,33.4,26.4
48369,TX,Parmer County,7,9,7,9,2785.00,1497.00,534.00,356.00,53.8,28.9,10.3,6.9,2816.00,1691.00,770.00,553.00,48.3,29,13.2,9.5,2568.00,1541.00,1176.00,517.00,44.3,26.6,20.3,8.9,2304.00,1491.00,1286.00,787.00,39.3,25.4,21.9,13.4,1747.00,1864.00,1308.00,1070.00,29.2,31.1,21.8,17.9
48371,TX,Pecos County,7,11,7,11,3917.00,1625.00,658.00,522.00,58.3,24.2,9.8,7.8,3756.00,2160.00,796.00,689.00,50.7,29.2,10.8,9.3,3535.00,2240.00,1633.00,1018.00,42,26.6,19.4,12.1,3702.00,2904.00,1989.00,1275.00,37.5,29.4,20.2,12.9,3257.00,3788.00,2462.00,1037.00,30.9,35.9,23.3,9.8
48373,TX,Polk County,6,4,6,4,5987.00,1459.00,498.00,383.00,71.9,17.5,6,4.6,8195.00,4036.00,1554.00,1378.00,54,26.6,10.2,9.1,8383.00,6689.00,3941.00,1795.00,40.3,32.1,18.9,8.6,8525.00,10389.00,6568.00,2971.00,30,36.5,23.1,10.4,6460.00,13896.00,10228.00,4618.00,18.4,39.5,29.1,13.1
48375,TX,Potter County,3,2,2,2,24243.00,14676.00,6190.00,4112.00,49.3,29.8,12.6,8.4,22433.00,18262.00,9701.00,5807.00,39.9,32.5,17.3,10.3,19290.00,17524.00,16169.00,6894.00,32.2,29.3,27,11.5,20082.00,20323.00,19637.00,9385.00,28.9,29.3,28.3,13.5,17425.00,24254.00,22760.00,11275.00,23,32,30.1,14.9
48377,TX,Presidio County,7,11,7,11,1850.00,365.00,186.00,190.00,71.4,14.1,7.2,7.3,1690.00,550.00,279.00,350.00,58.9,19.2,9.7,12.2,2162.00,681.00,555.00,453.00,56.1,17.7,14.4,11.8,2380.00,857.00,563.00,503.00,55.3,19.9,13.1,11.7,2055.00,701.00,721.00,934.00,46.6,15.9,16.3,21.2
48379,TX,Rains County,8,4,8,4,1791.00,438.00,105.00,113.00,73.2,17.9,4.3,4.6,1823.00,959.00,243.00,158.00,57.3,30.1,7.6,5,1709.00,1547.00,949.00,342.00,37.6,34,20.9,7.5,1702.00,2361.00,1513.00,722.00,27,37.5,24,11.5,1277.00,3542.00,2716.00,1199.00,14.6,40.6,31.1,13.7
48381,TX,Randall County,3,2,2,2,6764.00,9251.00,5483.00,5266.00,25.3,34.6,20.5,19.7,7723.00,13453.00,10873.00,10178.00,18.3,31.9,25.7,24.1,7982.00,13768.00,19371.00,14760.00,14.3,24.6,34.7,26.4,6877.00,15336.00,24444.00,18971.00,10.5,23.4,37.2,28.9,6766.00,20196.00,32769.00,28659.00,7.7,22.8,37.1,32.4
48383,TX,Reagan County,6,6,6,6,897.00,579.00,167.00,87.00,51.8,33.5,9.7,5,928.00,692.00,257.00,188.00,44.9,33.5,12.4,9.1,857.00,796.00,486.00,248.00,35.9,33.3,20.4,10.4,723.00,584.00,469.00,179.00,37,29.9,24,9.2,387.00,911.00,649.00,228.00,17.8,41.9,29.8,10.5
48385,TX,Real County,9,10,9,10,828.00,141.00,104.00,63.00,72.9,12.4,9.2,5.5,801.00,360.00,228.00,119.00,53.1,23.9,15.1,7.9,659.00,437.00,395.00,166.00,39.8,26.4,23.8,10,581.00,607.00,591.00,371.00,27,28.2,27.5,17.3,377.00,687.00,801.00,392.00,16.7,30.4,35.5,17.4
48387,TX,Red River County,6,6,6,6,6694.00,1425.00,578.00,309.00,74.3,15.8,6.4,3.4,5724.00,2509.00,1011.00,905.00,56.4,24.7,10,8.9,4161.00,3191.00,1614.00,710.00,43,33,16.7,7.3,3362.00,3301.00,2260.00,878.00,34.3,33.7,23.1,9,1305.00,3600.00,2904.00,1112.00,14.6,40.4,32.6,12.5
48389,TX,Reeves County,7,8,7,8,4750.00,1832.00,614.00,415.00,62.4,24.1,8.1,5.5,4396.00,1981.00,862.00,686.00,55.5,25,10.9,8.7,4910.00,2080.00,1372.00,617.00,54.7,23.2,15.3,6.9,4105.00,1912.00,1060.00,615.00,53.4,24.9,13.8,8,3177.00,3433.00,2599.00,1291.00,30.3,32.7,24.8,12.3
48391,TX,Refugio County,6,6,6,6,3285.00,1160.00,372.00,226.00,65.1,23,7.4,4.5,3003.00,1168.00,650.00,504.00,56.4,21.9,12.2,9.5,1932.00,1435.00,1125.00,575.00,38.1,28.3,22.2,11.3,1650.00,1685.00,1244.00,599.00,31.9,32.5,24,11.6,951.00,1852.00,1459.00,555.00,19.7,38.4,30.3,11.5
48393,TX,Roberts County,9,8,9,10,345.00,136.00,85.00,43.00,56.7,22.3,14,7.1,249.00,236.00,116.00,99.00,35.6,33.7,16.6,14.1,125.00,192.00,237.00,117.00,18.6,28.6,35.3,17.4,62.00,178.00,225.00,158.00,10,28.6,36.1,25.4,41.00,170.00,209.00,140.00,7.3,30.4,37.3,25
48395,TX,Robertson County,3,2,3,2,5922.00,1623.00,369.00,456.00,70.8,19.4,4.4,5.4,5367.00,2078.00,869.00,638.00,60,23.2,9.7,7.1,4221.00,3162.00,1546.00,935.00,42.8,32.1,15.7,9.5,3256.00,3667.00,1998.00,1297.00,31.9,35.9,19.6,12.7,1795.00,4123.00,3811.00,1870.00,15.5,35.5,32.9,16.1
48397,TX,Rockwall County,1,1,1,1,2290.00,1081.00,316.00,350.00,56.7,26.8,7.8,8.7,2560.00,2803.00,1683.00,1572.00,29.7,32.5,19.5,18.2,2557.00,4164.00,4800.00,4600.00,15.9,25.8,29.8,28.5,3601.00,6207.00,8451.00,8854.00,13.3,22.9,31.2,32.7,4591.00,11825.00,21001.00,25668.00,7.3,18.7,33.3,40.7
48399,TX,Runnels County,6,6,6,6,5495.00,1131.00,467.00,421.00,73.1,15.1,6.2,5.6,4314.00,1843.00,631.00,674.00,57.8,24.7,8.5,9,3179.00,2061.00,1382.00,739.00,43.2,28,18.8,10,2401.00,2720.00,1588.00,1014.00,31.1,35.2,20.6,13.1,1470.00,2488.00,1823.00,1281.00,20.8,35.2,25.8,18.1
48401,TX,Rusk County,3,2,3,2,12593.00,4901.00,2024.00,1110.00,61,23.8,9.8,5.4,11918.00,7200.00,3928.00,2377.00,46.9,28.3,15.5,9.3,9437.00,8432.00,7351.00,3018.00,33.4,29.9,26,10.7,8249.00,10499.00,9027.00,4068.00,25.9,33,28.3,12.8,7133.00,11707.00,12303.00,5700.00,19.4,31.8,33.4,15.5
48403,TX,Sabine County,9,12,8,7,3097.00,669.00,154.00,251.00,74.3,16,3.7,6,3262.00,1458.00,466.00,407.00,58.3,26.1,8.3,7.3,2740.00,2547.00,1032.00,666.00,39.2,36.5,14.8,9.5,2114.00,2893.00,1853.00,816.00,27.5,37.7,24.1,10.6,1215.00,2819.00,2500.00,1394.00,15.3,35.6,31.5,17.6
48405,TX,San Augustine County,9,10,9,10,3188.00,770.00,233.00,245.00,71.9,17.4,5.3,5.5,3387.00,1202.00,452.00,442.00,61.8,21.9,8.2,8.1,2322.00,1849.00,802.00,450.00,42.8,34.1,14.8,8.3,1872.00,2404.00,1208.00,737.00,30.1,38.6,19.4,11.8,1076.00,2442.00,1725.00,853.00,17.7,40.1,28.3,14
48407,TX,San Jacinto County,1,1,8,4,2933.00,518.00,188.00,133.00,77.8,13.7,5,3.5,3863.00,2016.00,575.00,433.00,56.1,29.3,8.3,6.3,4457.00,3718.00,1845.00,833.00,41.1,34.3,17,7.7,4122.00,5799.00,3681.00,1438.00,27.4,38.6,24.5,9.6,3091.00,9580.00,5038.00,2244.00,15.5,48,25.2,11.2
48409,TX,San Patricio County,2,2,2,2,13876.00,4877.00,2074.00,1702.00,61.6,21.6,9.2,7.6,14653.00,8161.00,4169.00,3289.00,48.4,27,13.8,10.9,13502.00,9073.00,7958.00,3764.00,39.4,26.5,23.2,11,11300.00,11784.00,11315.00,5152.00,28.6,29.8,28.6,13,8624.00,14028.00,13531.00,6681.00,20.1,32.7,31.6,15.6
48411,TX,San Saba County,7,9,7,9,2563.00,650.00,251.00,157.00,70.8,18,6.9,4.3,2067.00,1081.00,501.00,457.00,50.3,26.3,12.2,11.1,1404.00,1175.00,648.00,435.00,38.3,32.1,17.7,11.9,1199.00,1246.00,919.00,633.00,30,31.2,23,15.8,1061.00,1468.00,1084.00,594.00,25.2,34.9,25.8,14.1
48413,TX,Schleicher County,8,7,8,7,734.00,411.00,144.00,152.00,50.9,28.5,10,10.5,733.00,369.00,292.00,225.00,45.3,22.8,18,13.9,692.00,489.00,413.00,247.00,37.6,26.6,22.4,13.4,758.00,393.00,426.00,336.00,39.6,20.5,22.3,17.6,402.00,488.00,752.00,326.00,20.4,24.8,38.2,16.6
48415,TX,Scurry County,7,8,7,8,5025.00,2341.00,859.00,660.00,56.6,26.3,9.7,7.4,4616.00,3083.00,1628.00,1041.00,44.5,29.7,15.7,10,4066.00,3348.00,2827.00,1140.00,35.7,29.4,24.8,10,2943.00,3393.00,3038.00,1258.00,27.7,31.9,28.6,11.8,2378.00,3821.00,3133.00,1809.00,21.3,34.3,28.1,16.2
48417,TX,Shackelford County,8,7,8,7,1430.00,447.00,246.00,132.00,63.4,19.8,10.9,5.9,1173.00,617.00,375.00,262.00,48.3,25.4,15.5,10.8,762.00,647.00,501.00,337.00,33.9,28.8,22.3,15,462.00,725.00,571.00,463.00,20.8,32.6,25.7,20.8,304.00,489.00,763.00,683.00,13.6,21.8,34.1,30.5
48419,TX,Shelby County,6,6,7,9,8236.00,2169.00,740.00,559.00,70.4,18.5,6.3,4.8,8000.00,3772.00,1431.00,1076.00,56,26.4,10,7.5,6175.00,4488.00,2524.00,1269.00,42.7,31,17.5,8.8,5053.00,5773.00,3456.00,1984.00,31.1,35.5,21.2,12.2,3826.00,5690.00,4478.00,2241.00,23.6,35,27.6,13.8
48421,TX,Sherman County,9,10,9,10,801.00,574.00,317.00,202.00,42.3,30.3,16.7,10.7,675.00,673.00,375.00,170.00,35.7,35.6,19.8,9,529.00,554.00,472.00,237.00,29.5,30.9,26.3,13.2,530.00,529.00,508.00,401.00,26.9,26.9,25.8,20.4,435.00,638.00,691.00,312.00,21,30.7,33.3,15
48423,TX,Smith County,3,2,3,2,26430.00,14328.00,7515.00,5409.00,49.2,26.7,14,10.1,26156.00,21271.00,15565.00,12052.00,34.9,28.3,20.7,16.1,23198.00,22393.00,31084.00,18910.00,24.3,23.4,32.5,19.8,21972.00,27578.00,36437.00,25033.00,19.8,24.8,32.8,22.5,21183.00,34903.00,53483.00,39346.00,14.2,23.4,35.9,26.4
48425,TX,Somervell County,8,3,1,1,1196.00,422.00,81.00,83.00,67.1,23.7,4.5,4.7,1190.00,683.00,342.00,225.00,48.8,28,14,9.2,1070.00,951.00,762.00,445.00,33.1,29.5,23.6,13.8,963.00,1414.00,1243.00,752.00,22,32.3,28.4,17.2,647.00,2408.00,1542.00,1650.00,10.4,38.5,24.7,26.4
48427,TX,Starr County,4,5,4,5,6271.00,1046.00,233.00,475.00,78.1,13,2.9,5.9,9311.00,2006.00,617.00,759.00,73.4,15.8,4.9,6,13425.00,3288.00,1584.00,1319.00,68.4,16.8,8.1,6.7,18098.00,4683.00,3014.00,1921.00,65.3,16.9,10.9,6.9,16619.00,9379.00,6084.00,3515.00,46.7,26.3,17.1,9.9
48429,TX,Stephens County,7,11,7,11,3527.00,1124.00,548.00,246.00,64.8,20.6,10.1,4.5,2999.00,1598.00,1070.00,583.00,48,25.6,17.1,9.3,1936.00,2056.00,1263.00,700.00,32.5,34.5,21.2,11.8,1791.00,1898.00,1918.00,864.00,27.7,29.3,29.6,13.4,1350.00,1801.00,2117.00,1021.00,21.5,28.6,33.7,16.2
48431,TX,Sterling County,8,7,8,7,322.00,116.00,68.00,66.00,56.3,20.3,11.9,11.5,326.00,194.00,101.00,77.00,46.7,27.8,14.5,11,275.00,279.00,196.00,117.00,31.7,32.2,22.6,13.5,271.00,256.00,232.00,157.00,29.6,27.9,25.3,17.1,82.00,403.00,216.00,74.00,10.6,52,27.9,9.5
48433,TX,Stonewall County,8,7,9,12,981.00,400.00,81.00,102.00,62.7,25.6,5.2,6.5,822.00,481.00,159.00,127.00,51.7,30.3,10,8,478.00,531.00,228.00,134.00,34.9,38.7,16.6,9.8,351.00,459.00,248.00,153.00,29,37.9,20.5,12.6,185.00,340.00,317.00,146.00,18.7,34.4,32.1,14.8
48435,TX,Sutton County,7,11,7,11,991.00,354.00,216.00,178.00,57,20.4,12.4,10.2,1150.00,918.00,425.00,282.00,41.4,33.1,15.3,10.2,958.00,564.00,483.00,514.00,38,22.4,19.2,20.4,938.00,784.00,567.00,343.00,35.6,29.8,21.5,13,667.00,845.00,610.00,438.00,26.1,33,23.8,17.1
48437,TX,Swisher County,6,6,6,6,3352.00,1230.00,490.00,454.00,60.7,22.3,8.9,8.2,2734.00,1358.00,715.00,661.00,50,24.8,13.1,12.1,1963.00,1646.00,935.00,591.00,38.2,32.1,18.2,11.5,1576.00,1611.00,1169.00,844.00,30.3,31,22.5,16.2,1340.00,1499.00,1407.00,766.00,26.7,29.9,28.1,15.3
48439,TX,Tarrant County,1,1,1,1,177498.00,102926.00,49913.00,44263.00,47.4,27.5,13.3,11.8,149728.00,152703.00,100073.00,90523.00,30.4,31,20.3,18.4,145836.00,180065.00,225748.00,173905.00,20.1,24.8,31.1,24,167922.00,211638.00,280005.00,239285.00,18.7,23.5,31.2,26.6,182491.00,314880.00,392574.00,424067.00,13.9,24,29.9,32.3
48441,TX,Taylor County,3,2,3,2,21799.00,15413.00,6687.00,6032.00,43.7,30.9,13.4,12.1,21324.00,18107.00,10229.00,10472.00,35.5,30.1,17,17.4,17549.00,20383.00,18681.00,14807.00,24.6,28.5,26.2,20.7,14167.00,21472.00,22906.00,16951.00,18.8,28.4,30.3,22.5,8915.00,25865.00,27654.00,21084.00,10.7,31,33.1,25.2
48443,TX,Terrell County,9,10,9,12,637.00,196.00,155.00,68.00,60.3,18.6,14.7,6.4,382.00,292.00,170.00,109.00,40.1,30.6,17.8,11.4,306.00,298.00,196.00,109.00,33.7,32.8,21.6,12,214.00,202.00,180.00,140.00,29.1,27.4,24.5,19,102.00,202.00,311.00,139.00,13.5,26.8,41.2,18.4
48445,TX,Terry County,6,6,6,6,4017.00,2033.00,626.00,522.00,55.8,28.2,8.7,7.3,4029.00,2237.00,888.00,711.00,51.2,28.4,11.3,9,3150.00,2266.00,1639.00,759.00,40.3,29,21,9.7,2999.00,2551.00,1696.00,762.00,37.5,31.9,21.2,9.5,2526.00,2529.00,2025.00,910.00,31.6,31.7,25.3,11.4
48447,TX,Throckmorton County,9,12,9,12,770.00,469.00,186.00,120.00,49.8,30.4,12,7.8,704.00,359.00,182.00,168.00,49.8,25.4,12.9,11.9,402.00,441.00,285.00,203.00,30.2,33.1,21.4,15.3,288.00,426.00,327.00,231.00,22.6,33.5,25.7,18.2,146.00,389.00,318.00,237.00,13.4,35.7,29.2,21.7
48449,TX,Titus County,7,8,7,8,6337.00,2340.00,765.00,643.00,62.8,23.2,7.6,6.4,5993.00,3948.00,1547.00,1229.00,47.1,31,12.2,9.7,5155.00,4800.00,3118.00,1827.00,34.6,32.2,20.9,12.3,5833.00,4968.00,3875.00,2223.00,34.5,29.4,22.9,13.2,4639.00,6649.00,5363.00,3253.00,23.3,33.4,26.9,16.3
48451,TX,Tom Green County,3,2,3,2,19321.00,9517.00,4957.00,3787.00,51.4,25.3,13.2,10.1,19307.00,13448.00,8203.00,7069.00,40.2,28,17.1,14.7,17304.00,16080.00,16096.00,10120.00,29,27,27,17,15065.00,18129.00,17865.00,12371.00,23.8,28.6,28.2,19.5,10378.00,22843.00,23879.00,18481.00,13.7,30.2,31.6,24.5
48453,TX,Travis County,1,1,1,1,55230.00,37106.00,21387.00,27614.00,39.1,26.3,15.1,19.5,55917.00,57990.00,44961.00,68585.00,24.6,25.5,19.8,30.2,58011.00,67853.00,102332.00,121013.00,16.6,19.4,29.3,34.7,76786.00,86924.00,133985.00,203666.00,15.3,17.3,26.7,40.6,89931.00,139014.00,192725.00,421360.00,10.7,16.5,22.9,50
48455,TX,Trinity County,8,4,7,8,3356.00,830.00,185.00,258.00,72.5,17.9,4,5.6,3374.00,1685.00,556.00,516.00,55,27.5,9.1,8.4,3121.00,2562.00,1537.00,715.00,39.3,32.3,19.4,9,2586.00,3807.00,2326.00,904.00,26.9,39.6,24.2,9.4,1792.00,3802.00,3633.00,1364.00,16.9,35.9,34.3,12.9
48457,TX,Tyler County,6,7,6,6,5010.00,1438.00,404.00,488.00,68.3,19.6,5.5,6.6,5054.00,3132.00,935.00,943.00,50.2,31.1,9.3,9.4,4271.00,4090.00,1980.00,956.00,37.8,36.2,17.5,8.5,4061.00,5978.00,2997.00,1397.00,28.1,41.4,20.8,9.7,2718.00,6500.00,3872.00,2026.00,18,43,25.6,13.4
48459,TX,Upshur County,3,2,3,2,7432.00,2940.00,1038.00,662.00,61.6,24.4,8.6,5.5,7845.00,5308.00,2186.00,1698.00,46,31.2,12.8,10,6529.00,6418.00,5136.00,1755.00,32.9,32.4,25.9,8.8,5437.00,8342.00,6656.00,2542.00,23.7,36.3,29,11.1,3948.00,9605.00,9576.00,4768.00,14.2,34.4,34.3,17.1
48461,TX,Upton County,8,7,8,7,1333.00,714.00,229.00,164.00,54.6,29.3,9.4,6.7,1142.00,689.00,337.00,258.00,47.1,28.4,13.9,10.6,950.00,850.00,470.00,260.00,37.5,33.6,18.6,10.3,713.00,739.00,458.00,255.00,32.9,34.1,21.2,11.8,594.00,1001.00,601.00,234.00,24.4,41.2,24.7,9.6
